45568 1990 2017 1 6 3 28 26
9628 550 2017 1 4 19 47 4
6096 405 2017 1 6 20 38 53
5520 389 2017 1 4 19 51 9
3380 279 2017 1 27 18 27 6
1460 149 2017 1 27 18 31 38
1416 147 2017 1 13 10 55 54
1412 143 2017 1 4 19 39 5
1172 120 2017 1 4 19 40 18
1036 114 2017 1 14 20 15 47
